METHODES;Genre;EPITHETE;CIRCONFERENCE EN CM;DIAMETRE EN CM;Altitude en m;Groupe;Espece;Volume_en_m3;BasalArea;WoodDensity;Superficie_ha
T6;Podocarpus;Macrophyllus;33;10,50955414;2588;Transect;Podocarpus Macrophyllus;46,85;0,01;0,48;0,19
T6;Podocarpus;Macrophyllus;53;16,87898089;2588;Transect;Podocarpus Macrophyllus;178,39;0,02;0,48;0,19
T6;Podocarpus;Macrophyllus;80;25,47770701;2588;Transect;Podocarpus Macrophyllus;499,39;0,05;0,48;0,19
T6;Podocarpus;Macrophyllus;66;21,01910828;2588;Transect;Podocarpus Macrophyllus;311,85;0,03;0,48;0,19
T6;Podocarpus;Macrophyllus;80;25,47770701;2588;Transect;Podocarpus Macrophyllus;499,39;0,05;0,48;0,19
T6;Podocarpus;Macrophyllus;81;25,79617834;2588;Transect;Podocarpus Macrophyllus;514,52;0,05;0,48;0,19
T6;Podocarpus;Macrophyllus;66;21,01910828;2588;Transect;Podocarpus Macrophyllus;311,85;0,03;0,48;0,19
T6;Podocarpus;Macrophyllus;89;28,34394904;2588;Transect;Podocarpus Macrophyllus;643,56;0,06;0,48;0,19
T6;Podocarpus;Macrophyllus;32;10,1910828;2588;Transect;Podocarpus Macrophyllus;42,52;0,01;0,48;0,19
T6;Psycothria;Elata;31;9,872611465;2588;Transect;Psycothria Elata;38,47;0,01;0,49;0,19
T6;Rapanea;Punctata;54;17,19745223;2588;Transect;Rapanea Punctata;187,47;0,02;0,65;0,19
T6;Rapanea;Punctata;83;26,43312102;2588;Transect;Rapanea Punctata;545,11;0,05;0,65;0,19
T6;Rapanea;Punctata;33;10,50955414;2588;Transect;Rapanea Punctata;46,85;0,01;0,65;0,19
T6;Rapanea;Punctata;76;24,20382166;2588;Transect;Rapanea Punctata;441,17;0,05;0,65;0,19
T6;Rapanea;Punctata;68;21,65605096;2588;Transect;Rapanea Punctata;336,12;0,04;0,65;0,19
T6;Rapanea;Punctata;76;24,20382166;2588;Transect;Rapanea Punctata;441,17;0,05;0,65;0,19
T6;Rapanea;Punctata;107;34,07643312;2588;Transect;Rapanea Punctata;988,62;0,09;0,65;0,19
T6;Rapanea;Punctata;43;13,69426752;2588;Transect;Rapanea Punctata;101,75;0,01;0,65;0,19
T6;Rapanea;Punctata;32;10,1910828;2588;Transect;Rapanea Punctata;42,52;0,01;0,65;0,19
T6;Rapanea;Punctata;47;14,96815287;2588;Transect;Rapanea Punctata;129,71;0,02;0,65;0,19
T6;Xymalos;monospora;48;15,2866242;2588;Transect;Xymalos monospora;137,28;0,02;0,49;0,19
T6;Xymalos;monospora;51;16,24203822;2588;Transect;Xymalos monospora;161,3;0,02;0,49;0,19
T6;Xymalos;monospora;83;26,43312102;2588;Transect;Xymalos monospora;545,11;0,05;0,49;0,19
T6;Xymalos;monospora;42;13,37579618;2588;Transect;Xymalos monospora;95,27;0,01;0,49;0,19
